"CultureName","Name","FormatString"
"ar-TN","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"ar-TN","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"ar-TN","YearMonthPattern","MMMM yyyy"
"ar-YE","FullDateTimePattern","dddd، d MMMM yyyy h:mm:ss tt"
"ar-YE","LongDatePattern","dddd، d MMMM yyyy"
"ar-YE","LongTimePattern","h:mm:ss tt"
"ar-YE","MonthDayPattern","d MMMM"
"ar-YE","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"ar-YE","ShortDatePattern","d‏/M‏/yyyy"
"ar-YE","ShortTimePattern","h:mm tt"
"ar-YE","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"ar-YE","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"ar-YE","YearMonthPattern","MMMM yyyy"
"arn","FullDateTimePattern","yyyy MMMM d, dddd HH:mm:ss"
"arn","LongDatePattern","yyyy MMMM d, dddd"
"arn","LongTimePattern","HH:mm:ss"
"arn","MonthDayPattern","MMMM d"
"arn","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"arn","ShortDatePattern","yyyy-MM-dd"
"arn","ShortTimePattern","HH:mm"
"arn","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"arn","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"arn","YearMonthPattern","yyyy MMMM"
"arn-CL","FullDateTimePattern","yyyy MMMM d, dddd HH:mm:ss"
"arn-CL","LongDatePattern","yyyy MMMM d, dddd"
"arn-CL","LongTimePattern","HH:mm:ss"
"arn-CL","MonthDayPattern","MMMM d"
"arn-CL","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"arn-CL","ShortDatePattern","yyyy-MM-dd"
"arn-CL","ShortTimePattern","HH:mm"
"arn-CL","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"arn-CL","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"arn-CL","YearMonthPattern","yyyy MMMM"
"as","FullDateTimePattern","dddd, d MMMM, yyyy tt h.mm.ss"
"as","LongDatePattern","dddd, d MMMM, yyyy"
"as","LongTimePattern","tt h.mm.ss"
"as","MonthDayPattern","d MMMM"
"as","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"as","ShortDatePattern","d-M-yyyy"
"as","ShortTimePattern","tt h.mm"
"as","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"as","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"as","YearMonthPattern","MMMM yyyy"
"as-IN","FullDateTimePattern","dddd, d MMMM, yyyy tt h.mm.ss"
"as-IN","LongDatePattern","dddd, d MMMM, yyyy"
"as-IN","LongTimePattern","tt h.mm.ss"
"as-IN","MonthDayPattern","d MMMM"
"as-IN","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"as-IN","ShortDatePattern","d-M-yyyy"
"as-IN","ShortTimePattern","tt h.mm"
"as-IN","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"as-IN","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"as-IN","YearMonthPattern","MMMM yyyy"
"asa","FullDateTimePattern","dddd, d MMMM yyyy HH:mm:ss"
"asa","LongDatePattern","dddd, d MMMM yyyy"
"asa","LongTimePattern","HH:mm:ss"
"asa","MonthDayPattern","MMMM d"
"asa","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"asa","ShortDatePattern","dd/MM/yyyy"
"asa","ShortTimePattern","HH:mm"
"asa","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"asa","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"asa","YearMonthPattern","MMMM yyyy"
"asa-TZ","FullDateTimePattern","dddd, d MMMM yyyy HH:mm:ss"
"asa-TZ","LongDatePattern","dddd, d MMMM yyyy"
"asa-TZ","LongTimePattern","HH:mm:ss"
"asa-TZ","MonthDayPattern","MMMM d"
"asa-TZ","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"asa-TZ","ShortDatePattern","dd/MM/yyyy"
"asa-TZ","ShortTimePattern","HH:mm"
"asa-TZ","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"asa-TZ","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"asa-TZ","YearMonthPattern","MMMM yyyy"
"ast","FullDateTimePattern","dddd, d MMMM 'de' yyyy HH:mm:ss"
"ast","LongDatePattern","dddd, d MMMM 'de' yyyy"
"ast","LongTimePattern","HH:mm:ss"
"ast","MonthDayPattern","d MMMM"
"ast","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"ast","ShortDatePattern","d/M/yyyy"
"ast","ShortTimePattern","HH:mm"
"ast","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"ast","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"ast","YearMonthPattern","MMMM 'de' yyyy"
"ast-ES","FullDateTimePattern","dddd, d MMMM 'de' yyyy HH:mm:ss"
"ast-ES","LongDatePattern","dddd, d MMMM 'de' yyyy"
"ast-ES","LongTimePattern","HH:mm:ss"
"ast-ES","MonthDayPattern","d MMMM"
"ast-ES","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"ast-ES","ShortDatePattern","d/M/yyyy"
"ast-ES","ShortTimePattern","HH:mm"
"ast-ES","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"ast-ES","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"ast-ES","YearMonthPattern","MMMM 'de' yyyy"
"az","FullDateTimePattern","d MMMM yyyy, dddd HH:mm:ss"
"az","LongDatePattern","d MMMM yyyy, dddd"
"az","LongTimePattern","HH:mm:ss"
"az","MonthDayPattern","d MMMM"
"az","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"az","ShortDatePattern","dd.MM.yyyy"
"az","ShortTimePattern","HH:mm"
"az","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"az","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"az","YearMonthPattern","MMMM yyyy"
"az-Cyrl","FullDateTimePattern","d MMMM yyyy, dddd HH:mm:ss"
"az-Cyrl","LongDatePattern","d MMMM yyyy, dddd"
"az-Cyrl","LongTimePattern","HH:mm:ss"
"az-Cyrl","MonthDayPattern","MMMM d"
"az-Cyrl","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"az-Cyrl","ShortDatePattern","dd.MM.yyyy"
"az-Cyrl","ShortTimePattern","HH:mm"
"az-Cyrl","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"az-Cyrl","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"az-Cyrl","YearMonthPattern","yyyy MMMM"
"az-Cyrl-AZ","FullDateTimePattern","d MMMM yyyy, dddd HH:mm:ss"
"az-Cyrl-AZ","LongDatePattern","d MMMM yyyy, dddd"
"az-Cyrl-AZ","LongTimePattern","HH:mm:ss"
"az-Cyrl-AZ","MonthDayPattern","MMMM d"
"az-Cyrl-AZ","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"az-Cyrl-AZ","ShortDatePattern","dd.MM.yyyy"
"az-Cyrl-AZ","ShortTimePattern","HH:mm"
"az-Cyrl-AZ","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"az-Cyrl-AZ","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"az-Cyrl-AZ","YearMonthPattern","yyyy MMMM"
"az-Latn","FullDateTimePattern","d MMMM yyyy, dddd HH:mm:ss"
"az-Latn","LongDatePattern","d MMMM yyyy, dddd"
"az-Latn","LongTimePattern","HH:mm:ss"
"az-Latn","MonthDayPattern","d MMMM"
"az-Latn","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"az-Latn","ShortDatePattern","dd.MM.yyyy"
"az-Latn","ShortTimePattern","HH:mm"
"az-Latn","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"az-Latn","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"az-Latn","YearMonthPattern","MMMM yyyy"
"az-Latn-AZ","FullDateTimePattern","d MMMM yyyy, dddd HH:mm:ss"
"az-Latn-AZ","LongDatePattern","d MMMM yyyy, dddd"
"az-Latn-AZ","LongTimePattern","HH:mm:ss"
"az-Latn-AZ","MonthDayPattern","d MMMM"
"az-Latn-AZ","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"az-Latn-AZ","ShortDatePattern","dd.MM.yyyy"
"az-Latn-AZ","ShortTimePattern","HH:mm"
"az-Latn-AZ","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"az-Latn-AZ","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"az-Latn-AZ","YearMonthPattern","MMMM yyyy"
"ba","FullDateTimePattern","yyyy MMMM d, dddd HH:mm:ss"
"ba","LongDatePattern","yyyy MMMM d, dddd"
"ba","LongTimePattern","HH:mm:ss"
"ba","MonthDayPattern","MMMM d"
"ba","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"ba","ShortDatePattern","yyyy-MM-dd"
"ba","ShortTimePattern","HH:mm"
"ba","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"ba","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"ba","YearMonthPattern","yyyy MMMM"
"ba-RU","FullDateTimePattern","yyyy MMMM d, dddd HH:mm:ss"
"ba-RU","LongDatePattern","yyyy MMMM d, dddd"
"ba-RU","LongTimePattern","HH:mm:ss"
"ba-RU","MonthDayPattern","MMMM d"
"ba-RU","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"ba-RU","ShortDatePattern","yyyy-MM-dd"
"ba-RU","ShortTimePattern","HH:mm"
"ba-RU","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"ba-RU","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"ba-RU","YearMonthPattern","yyyy MMMM"
"bas","FullDateTimePattern","dddd d MMMM yyyy HH:mm:ss"
"bas","LongDatePattern","dddd d MMMM yyyy"
"bas","LongTimePattern","HH:mm:ss"
"bas","MonthDayPattern","MMMM d"
"bas","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"bas","ShortDatePattern","d/M/yyyy"
"bas","ShortTimePattern","HH:mm"
"bas","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"bas","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"bas","YearMonthPattern","yyyy MMMM"
"bas-CM","FullDateTimePattern","dddd d MMMM yyyy HH:mm:ss"
"bas-CM","LongDatePattern","dddd d MMMM yyyy"
"bas-CM","LongTimePattern","HH:mm:ss"
"bas-CM","MonthDayPattern","MMMM d"
"bas-CM","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"bas-CM","ShortDatePattern","d/M/yyyy"
"bas-CM","ShortTimePattern","HH:mm"
"bas-CM","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"bas-CM","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"bas-CM","YearMonthPattern","yyyy MMMM"
"be","FullDateTimePattern","dddd, d MMMM yyyy 'г'. HH:mm:ss"
"be","LongDatePattern","dddd, d MMMM yyyy 'г'."
"be","LongTimePattern","HH:mm:ss"
"be","MonthDayPattern","d MMMM"
"be","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"be","ShortDatePattern","d.MM.yyyy"
"be","ShortTimePattern","HH:mm"
"be","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"be","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"be","YearMonthPattern","MMMM yyyy"
"be-BY","FullDateTimePattern","dddd, d MMMM yyyy 'г'. HH:mm:ss"
"be-BY","LongDatePattern","dddd, d MMMM yyyy 'г'."
"be-BY","LongTimePattern","HH:mm:ss"
"be-BY","MonthDayPattern","d MMMM"
"be-BY","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"be-BY","ShortDatePattern","d.MM.yyyy"
"be-BY","ShortTimePattern","HH:mm"
"be-BY","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"be-BY","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"be-BY","YearMonthPattern","MMMM yyyy"
"bem","FullDateTimePattern","dddd, d MMMM yyyy h:mm:ss tt"
"bem","LongDatePattern","dddd, d MMMM yyyy"
"bem","LongTimePattern","h:mm:ss tt"
"bem","MonthDayPattern","MMMM d"
"bem","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"bem","ShortDatePattern","dd/MM/yyyy"
"bem","ShortTimePattern","h:mm tt"
"bem","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"bem","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"bem","YearMonthPattern","MMMM yyyy"
"bem-ZM","FullDateTimePattern","dddd, d MMMM yyyy h:mm:ss tt"
"bem-ZM","LongDatePattern","dddd, d MMMM yyyy"
"bem-ZM","LongTimePattern","h:mm:ss tt"
"bem-ZM","MonthDayPattern","MMMM d"
"bem-ZM","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"bem-ZM","ShortDatePattern","dd/MM/yyyy"
"bem-ZM","ShortTimePattern","h:mm tt"
"bem-ZM","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"bem-ZM","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"bem-ZM","YearMonthPattern","MMMM yyyy"
"bez","FullDateTimePattern","dddd, d MMMM yyyy HH:mm:ss"
"bez","LongDatePattern","dddd, d MMMM yyyy"
"bez","LongTimePattern","HH:mm:ss"
"bez","MonthDayPattern","MMMM d"
"bez","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"bez","ShortDatePattern","dd/MM/yyyy"
"bez","ShortTimePattern","HH:mm"
"bez","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"bez","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"bez","YearMonthPattern","MMMM yyyy"
"bez-TZ","FullDateTimePattern","dddd, d MMMM yyyy HH:mm:ss"
"bez-TZ","LongDatePattern","dddd, d MMMM yyyy"
"bez-TZ","LongTimePattern","HH:mm:ss"
"bez-TZ","MonthDayPattern","MMMM d"
"bez-TZ","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"bez-TZ","ShortDatePattern","dd/MM/yyyy"
"bez-TZ","ShortTimePattern","HH:mm"
"bez-TZ","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"bez-TZ","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"bez-TZ","YearMonthPattern","MMMM yyyy"
"bg","FullDateTimePattern","dddd, d MMMM yyyy 'г'. H:mm:ss 'ч'."
"bg","LongDatePattern","dddd, d MMMM yyyy 'г'."
"bg","LongTimePattern","H:mm:ss 'ч'."
"bg","MonthDayPattern","d MMMM"
"bg","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"bg","ShortDatePattern","d.MM.yyyy 'г'."
"bg","ShortTimePattern","H:mm 'ч'."
"bg","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"bg","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"bg","YearMonthPattern","MMMM yyyy 'г'."
"bg-BG","FullDateTimePattern","dddd, d MMMM yyyy 'г'. H:mm:ss 'ч'."
"bg-BG","LongDatePattern","dddd, d MMMM yyyy 'г'."
"bg-BG","LongTimePattern","H:mm:ss 'ч'."
"bg-BG","MonthDayPattern","d MMMM"
"bg-BG","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"bg-BG","ShortDatePattern","d.MM.yyyy 'г'."
"bg-BG","ShortTimePattern","H:mm 'ч'."
"bg-BG","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"bg-BG","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"bg-BG","YearMonthPattern","MMMM yyyy 'г'."
"bm","FullDateTimePattern","dddd d MMMM yyyy HH:mm:ss"
"bm","LongDatePattern","dddd d MMMM yyyy"
"bm","LongTimePattern","HH:mm:ss"
"bm","MonthDayPattern","d MMMM"
"bm","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"bm","ShortDatePattern","d/M/yyyy"
"bm","ShortTimePattern","HH:mm"
"bm","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"bm","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"bm","YearMonthPattern","MMMM yyyy"
"bm-ML","FullDateTimePattern","dddd d MMMM yyyy HH:mm:ss"
"bm-ML","LongDatePattern","dddd d MMMM yyyy"
"bm-ML","LongTimePattern","HH:mm:ss"
"bm-ML","MonthDayPattern","d MMMM"
"bm-ML","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"bm-ML","ShortDatePattern","d/M/yyyy"
"bm-ML","ShortTimePattern","HH:mm"
"bm-ML","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"bm-ML","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"bm-ML","YearMonthPattern","MMMM yyyy"
"bn","FullDateTimePattern","dddd, d MMMM, yyyy h:mm:ss tt"
"bn","LongDatePattern","dddd, d MMMM, yyyy"
"bn","LongTimePattern","h:mm:ss tt"
"bn","MonthDayPattern","d MMMM"
"bn","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"bn","ShortDatePattern","d/M/yyyy"
"bn","ShortTimePattern","h:mm tt"
"bn","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"bn","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"bn","YearMonthPattern","MMMM yyyy"
"bn-BD","FullDateTimePattern","dddd, d MMMM, yyyy h:mm:ss tt"
"bn-BD","LongDatePattern","dddd, d MMMM, yyyy"
"bn-BD","LongTimePattern","h:mm:ss tt"
"bn-BD","MonthDayPattern","d MMMM"
"bn-BD","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"bn-BD","ShortDatePattern","d/M/yyyy"
"bn-BD","ShortTimePattern","h:mm tt"
"bn-BD","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"bn-BD","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"bn-BD","YearMonthPattern","MMMM yyyy"
"bn-IN","FullDateTimePattern","dddd, d MMMM, yyyy h:mm:ss tt"
"bn-IN","LongDatePattern","dddd, d MMMM, yyyy"
"bn-IN","LongTimePattern","h:mm:ss tt"
"bn-IN","MonthDayPattern","d MMMM"
"bn-IN","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"bn-IN","ShortDatePattern","d/M/yyyy"
"bn-IN","ShortTimePattern","h:mm tt"
"bn-IN","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"bn-IN","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"bn-IN","YearMonthPattern","MMMM yyyy"
"bo","FullDateTimePattern","yyyy MMMMའི་ཚེས་d, dddd h:mm:ss tt"
"bo","LongDatePattern","yyyy MMMMའི་ཚེས་d, dddd"
"bo","LongTimePattern","h:mm:ss tt"
"bo","MonthDayPattern","MMMMའི་ཚེས་d"
"bo","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"bo","ShortDatePattern","yyyy-MM-dd"
"bo","ShortTimePattern","h:mm tt"
"bo","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"bo","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"bo","YearMonthPattern","yyyy MMMM"
"bo-CN","FullDateTimePattern","yyyy MMMMའི་ཚེས་d, dddd h:mm:ss tt"
"bo-CN","LongDatePattern","yyyy MMMMའི་ཚེས་d, dddd"
"bo-CN","LongTimePattern","h:mm:ss tt"
"bo-CN","MonthDayPattern","MMMMའི་ཚེས་d"
"bo-CN","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"bo-CN","ShortDatePattern","yyyy-MM-dd"
"bo-CN","ShortTimePattern","h:mm tt"
"bo-CN","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"bo-CN","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"bo-CN","YearMonthPattern","yyyy MMMM"
"bo-IN","FullDateTimePattern","yyyy MMMMའི་ཚེས་d, dddd h:mm:ss tt"
"bo-IN","LongDatePattern","yyyy MMMMའི་ཚེས་d, dddd"
"bo-IN","LongTimePattern","h:mm:ss tt"
"bo-IN","MonthDayPattern","MMMMའི་ཚེས་d"
"bo-IN","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"bo-IN","ShortDatePattern","yyyy-MM-dd"
"bo-IN","ShortTimePattern","h:mm tt"
"bo-IN","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"bo-IN","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"bo-IN","YearMonthPattern","yyyy MMMM"
"br","FullDateTimePattern","dddd d MMMM yyyy HH:mm:ss"
"br","LongDatePattern","dddd d MMMM yyyy"
"br","LongTimePattern","HH:mm:ss"
"br","MonthDayPattern","d MMMM"
"br","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"br","ShortDatePattern","dd/MM/yyyy"
"br","ShortTimePattern","HH:mm"
"br","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"br","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"br","YearMonthPattern","MMMM yyyy"
"br-FR","FullDateTimePattern","dddd d MMMM yyyy HH:mm:ss"
"br-FR","LongDatePattern","dddd d MMMM yyyy"
"br-FR","LongTimePattern","HH:mm:ss"
"br-FR","MonthDayPattern","d MMMM"
"br-FR","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"br-FR","ShortDatePattern","dd/MM/yyyy"
"br-FR","ShortTimePattern","HH:mm"
"br-FR","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"br-FR","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"br-FR","YearMonthPattern","MMMM yyyy"
"brx","FullDateTimePattern","dddd, MMMM d, yyyy h:mm:ss tt"
"brx","LongDatePattern","dddd, MMMM d, yyyy"
"brx","LongTimePattern","h:mm:ss tt"
"brx","MonthDayPattern","MMMM d"
"brx","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"brx","ShortDatePattern","M/d/yyyy"
"brx","ShortTimePattern","h:mm tt"
"brx","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"brx","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"brx","YearMonthPattern","MMMM yyyy"
"brx-IN","FullDateTimePattern","dddd, MMMM d, yyyy h:mm:ss tt"
"brx-IN","LongDatePattern","dddd, MMMM d, yyyy"
"brx-IN","LongTimePattern","h:mm:ss tt"
"brx-IN","MonthDayPattern","MMMM d"
"brx-IN","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"brx-IN","ShortDatePattern","M/d/yyyy"
"brx-IN","ShortTimePattern","h:mm tt"
"brx-IN","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"brx-IN","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"brx-IN","YearMonthPattern","MMMM yyyy"
"bs","FullDateTimePattern","dddd, d. MMMM yyyy. HH:mm:ss"
"bs","LongDatePattern","dddd, d. MMMM yyyy."
"bs","LongTimePattern","HH:mm:ss"
"bs","MonthDayPattern","d. MMMM"
"bs","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"bs","ShortDatePattern","d. M. yyyy."
"bs","ShortTimePattern","HH:mm"
"bs","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"bs","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"bs","YearMonthPattern","MMMM yyyy."
"bs-Cyrl","FullDateTimePattern","dddd, dd. MMMM yyyy. HH:mm:ss"
"bs-Cyrl","LongDatePattern","dddd, dd. MMMM yyyy."
"bs-Cyrl","LongTimePattern","HH:mm:ss"
"bs-Cyrl","MonthDayPattern","MMMM d"
"bs-Cyrl","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"bs-Cyrl","ShortDatePattern","d.M.yyyy."
"bs-Cyrl","ShortTimePattern","HH:mm"
"bs-Cyrl","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"bs-Cyrl","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"bs-Cyrl","YearMonthPattern","yyyy MMMM"
"bs-Cyrl-BA","FullDateTimePattern","dddd, dd. MMMM yyyy. HH:mm:ss"
"bs-Cyrl-BA","LongDatePattern","dddd, dd. MMMM yyyy."
"bs-Cyrl-BA","LongTimePattern","HH:mm:ss"
"bs-Cyrl-BA","MonthDayPattern","MMMM d"
"bs-Cyrl-BA","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"bs-Cyrl-BA","ShortDatePattern","d.M.yyyy."
"bs-Cyrl-BA","ShortTimePattern","HH:mm"
"bs-Cyrl-BA","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"bs-Cyrl-BA","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
